Classe,Region,Level,Year,Pop_Prop,Pop_Bias,Pop_Bias_SE,Global_Acc,Allocation_Tot,Quantity_Tot,Producer_Acc,Producer_stdErr,User_Acc,User_stdErr
4.2. Infraestrutura Urbana,Mata Atlântica,l2,2008,0.01727596530354017,0.004535681026848361,0.0016650923817422402,0.0,0.0012583811317727345,0.00453568102684836,0.7632057885727364,0.03727789303729999,0.9635800052366722,0.04918357614126966
"5.1. Rio, Lago e Oceano",Mata Atlântica,l2,2008,0.020941856769225154,0.0019250571654077062,0.0012272971355800474,0.0,0.001421763841287546,0.0019250571654077057,0.8847269424467792,0.041927755792147046,0.9660544941894339,0.0460756134433436
TOTAL,Mata Atlântica,l2,2008,1.0,0.0,0.032717045767726834,83.61178637415424,7.925280820160626,8.462932805685133,0.836117863741546,0.01814463448063278,0.8361178637415461,0.018155625795944538
1.1. Formação Florestal,Mata Atlântica,l2,2009,0.29423534269450036,0.0039545853265718425,0.005342952227880311,0.0,0.07032540628222028,0.003954585326571836,0.868817539454526,0.014992034857452926,0.8804946312054053,0.015226589978532074
1.2. Formação Savânica,Mata Atlântica,l2,2009,0.007055580449191653,0.002864440985487233,0.0023237478206432076,0.0,0.009423707809563552,0.002864440985487233,0.23626224598835707,0.018098563694880946,0.3321805429457466,0.026954341394309946
3.3. Floresta Plantada,Mata Atlântica,l2,2009,0.034102753198991524,0.02217055847697332,0.0030844326730536755,0.0,0.0030334639199876556,0.02217055847697333,0.5790670616052555,0.020027391134524238,0.9555246477859539,0.03493279331566662
2.1. Campo Alagado e Área Pantanosa,Mata Atlântica,l2,2009,0.0041344540629453495,0.0004569898158143966,0.001721036638102489,0.0,0.004642279740759008,0.00045698981581439573,0.3949333239058697,0.05293923256225924,0.4385861264773749,0.05709949537850171
2.2. Formação Campestre (Campo),Mata Atlântica,l2,2009,0.029947134998045105,-0.024553996393028563,0.002849807303819666,0.0,0.004009342266785915,0.024553996393028577,0.6282923024584838,0.06843808286611243,0.11314830189414661,0.010808316526803158
2.6. Outra Formação não Florestal,Mata Atlântica,l2,2009,0.0006177250037430386,-0.000444466964807991,0.0007854849138522272,0.0,9.311596525247122e-05,0.000444466964807991,0.7312795243879583,0.18293893090854546,0.2051075406387738,0.04081673388108157
3.1. Pastagem,Mata Atlântica,l2,2009,0.3480656137054525,0.04721509461024066,0.005554458430245327,0.0,0.04007978833670156,0.047215094610240704,0.829855119757379,0.01265182388581313,0.9424249527121932,0.014588760835440206
3.2. Agricultura,Mata Atlântica,l2,2009,0.09214768281367582,-0.007804778870278752,0.003806637642921666,0.0,0.026552450572676772,0.007804778870278736,0.8425922672137514,0.026691900937807628,0.7712258896488648,0.024274610683351204
3.4. Mosaico de Usos,Mata Atlântica,l2,2009,0.15073804550397435,-0.04994578964346067,0.004383261053643821,0.0,0.0,0.049945789643460664,1.0,0.027290606002218373,0.6686583703770794,0.017478197327114454
4.2. Infraestrutura Urbana,Mata Atlântica,l2,2009,0.017868837743286937,0.004262185731244545,0.0016611211874136018,0.0,0.0012791145958041816,0.004262185731244542,0.7785125918470249,0.03745719635993068,0.9642082318340843,0.048051142869223594
"5.1. Rio, Lago e Oceano",Mata Atlântica,l2,2009,0.021086829826197757,0.0018251769252439765,0.0012808073976067844,0.0,0.0016201202754037372,0.0018251769252439765,0.8849844497894092,0.04189802219048467,0.9615845461656134,0.04591553538876443
TOTAL,Mata Atlântica,l2,2009,1.0,0.0,0.03279374728918277,83.67215732458463,8.052939488257756,8.2749031871576,0.8367215732458502,0.01821278872658988,0.8367215732458504,0.018222806324956934
1.1. Formação Florestal,Mata Atlântica,l2,2010,0.29577137443227747,0.003355504169793945,0.0053490633972343255,0.0,0.07022039406222957,0.003355504169793966,0.8714067375667709,0.01502104839750179,0.8812927819721985,0.015214492206272074
1.2. Formação Savânica,Mata Atlântica,l2,2010,0.007005965519446752,0.0029319461993517005,0.0023148352782419884,0.0,0.009271961862312661,0.0029319461993516996,0.23847913478717897,0.01806178683436766,0.33828093811080806,0.027069046083197202
3.3. Floresta Plantada,Mata Atlântica,l2,2010,0.036699177235420564,0.022724166628847207,0.0031531577438600926,0.0,0.0034920669280315564,0.02272416662884722,0.5882056023512112,0.019875638575993844,0.9524230896835861,0.03401155061779894
2.1. Campo Alagado e Área Pantanosa,Mata Atlântica,l2,2010,0.004302893422334476,0.0002756606520469972,0.0017224177403727056,0.0,0.00486418440440706,0.00027566065204699675,0.40860087917246596,0.05439324861763114,0.4347774942368822,0.056079733641244786
2.2. Formação Campestre (Campo),Mata Atlântica,l2,2010,0.030354448287797542,-0.02498351905917732,0.0028563838138474682,0.0,0.0040099688343940825,0.02498351905917733,0.62669692117464,0.06865288707856448,0.11088802469772704,0.010642162387776393
2.6. Outra Formação não Florestal,Mata Atlântica,l2,2010,0.0006178215398959398,-0.0005290163291316155,0.0008022978606426415,0.0,9.313051712750413e-05,0.0005290163291316156,0.47564722651996916,0.1895660280222748,0.0683691802129246,0.016082893185936753
3.1. Pastagem,Mata Atlântica,l2,2010,0.34304782818322965,0.04561741036004899,0.005490823179235079,0.0,0.0397394141877897,0.04561741036004896,0.8315076550210901,0.01278256345467296,0.9420789013615848,0.014687621582129606
3.2. Agricultura,Mata Atlântica,l2,2010,0.09216498390222765,-0.006859354263553653,0.0037879175131076575,0.0,0.02694010004353853,0.006859354263553649,0.8420965875426514,0.026542963239246938,0.7794237743600181,0.024449396808912605
3.4. Mosaico de Usos,Mata Atlântica,l2,2010,0.15104325579993935,-0.048924195350223416,0.004397080803964404,0.0,0.0,0.04892419535022345,1.0,0.027460702678246903,0.6760914938497823,0.017732735874832595
4.2. Infraestrutura Urbana,Mata Atlântica,l2,2010,0.018095099628419972,0.004445345272373825,0.0016851992071450596,0.0,0.0013548127399401963,0.004445345272373821,0.7727306774604298,0.036900155868462896,0.9625640983536686,0.04773151272931841
"5.1. Rio, Lago e Oceano",Mata Atlântica,l2,2010,0.02089715204901546,0.0019460517196233354,0.001241316014147042,0.0,0.0015116023343923687,0.0019460517196233373,0.8817218060047748,0.04202927615520653,0.9638323363191593,0.046376484448101565
TOTAL,Mata Atlântica,l2,2010,1.0,0.0,0.03280049255179846,83.79550970408324,8.074881795708162,8.129608500208603,0.8379550970408364,0.01831687202047338,0.8379550970408366,0.018315318475808334
1.1. Formação Florestal,Mata Atlântica,l2,2011,0.29709292895864065,0.0035324825865938048,0.005361834387233018,0.0,0.0708299065110668,0.003532482586593666,0.8704452972157782,0.014982979073323613,0.880795031441278,0.015190107774981025
1.2. Formação Savânica,Mata Atlântica,l2,2011,0.007273990116320752,0.0025743217417802597,0.0023340748671294145,0.0,0.009904387504524997,0.0025743217417802606,0.2357557719040338,0.018031252671872656,0.31919157531556264,0.025640230635148246
3.3. Floresta Plantada,Mata Atlântica,l2,2011,0.03920459495797278,0.022256732658476462,0.0031611789151943744,0.0,0.003989851296236427,0.022256732658476476,0.6054159705443121,0.019889407164284282,0.9491150042423147,0.03260438710582906
2.1. Campo Alagado e Área Pantanosa,Mata Atlântica,l2,2011,0.004288480075941568,0.00032146782145068414,0.0017247181938964797,0.0,0.004825207134373483,0.00032146782145068414,0.40691924301703486,0.05379333244769207,0.43742222781411977,0.056294483122819
2.2. Formação Campestre (Campo),Mata Atlântica,l2,2011,0.030188312070572404,-0.02489462422348923,0.0028687673839087858,0.0,0.004018245012554869,0.024894624223489245,0.6204682700766975,0.06807972539196448,0.10880255024286445,0.010479357679397281
2.6. Outra Formação não Florestal,Mata Atlântica,l2,2011,0.0006626379339439264,-0.00057364943802796,0.0008192527784409383,0.0,9.332272928270654e-05,0.0005736494380279602,0.47564722651996916,0.18947290074135809,0.06387671020083002,0.014787257688997068
3.1. Pastagem,Mata Atlântica,l2,2011,0.3382317771182431,0.044228199226146944,0.005451762869285826,0.0,0.039899925966216276,0.04422819922614696,0.8321963965414624,0.012881347800103578,0.9410168874341631,0.014740868216451201
3.2. Agricultura,Mata Atlântica,l2,2011,0.0920113444281407,-0.00433209696074046,0.003720330363055856,0.0,0.027848339582157766,0.004332096960740481,0.8411919559841555,0.026294541439859258,0.8015867840505544,0.025038940059917126
3.4. Mosaico de Usos,Mata Atlântica,l2,2011,0.15153634123862564,-0.04971637762259285,0.004413158390809952,0.0,0.0,0.04971637762259286,1.0,0.027753826975352933,0.6719177907014121,0.017749261660857645
4.2. Infraestrutura Urbana,Mata Atlântica,l2,2011,0.01864076743708883,0.004431622375536269,0.0016723027596529454,0.0,0.0013029486936533621,0.004431622375536268,0.7796891971900761,0.036318627138469145,0.9650510984043251,0.04646751209813183
"5.1. Rio, Lago e Oceano",Mata Atlântica,l2,2011,0.0208688256645145,0.0021719218348660854,0.0012532464633260513,0.0,0.0013718100622266693,0.002171921834866083,0.8759663996987839,0.04156397399330871,0.9671325525384186,0.0460930007511907
TOTAL,Mata Atlântica,l2,2011,1.0,0.0,0.03278062737193364,83.84412795090029,8.204197224614667,7.951674824485046,0.8384412795090068,0.018383110988965966,0.8384412795090073,0.018352644317980355
1.1. Formação Florestal,Mata Atlântica,l2,2012,0.2979524141561325,0.00401814499944065,0.005371238897239153,0.0,0.07014412122467617,0.004018144999440698,0.870549613442151,0.014984462444382573,0.8822897249828633,0.015210663301236757
1.2. Formação Savânica,Mata Atlântica,l2,2012,0.007508790210423904,0.0023031263251157485,0.0023499396160616493,0.0,0.010440150357719974,0.0023031263251157503,0.2332587138581931,0.0183401763787812,0.30480476447279903,0.025074553667402574
3.3. Floresta Plantada,Mata Atlântica,l2,2012,0.040516713116323246,0.02338465525414918,0.003248011475214472,0.0,0.004415075007900143,0.02338465525414917,0.599504777272893,0.019467356798822805,0.945515385277867,0.03226531605558345
2.1. Campo Alagado e Área Pantanosa,Mata Atlântica,l2,2012,0.004167333295962219,0.00045158496192731785,0.0017285242249242168,0.0,0.004744778385744103,0.00045158496192731785,0.38860702936758784,0.05256993321236716,0.4307176737769716,0.05716684442517019
2.2. Formação Campestre (Campo),Mata Atlântica,l2,2012,0.03036596725093818,-0.025061280015811375,0.0028707511147795218,0.0,0.004051503843594956,0.02506128001581138,0.6181203844812433,0.0677597309852145,0.10798059835317826,0.010393038038755992
2.6. Outra Formação não Florestal,Mata Atlântica,l2,2012,0.0005255391127580393,-0.0004363657137978676,0.0008210657076796832,0.0,9.351663813081467e-05,0.00043636571379786763,0.47564722651996916,0.18844207514420627,0.08070775107901906,0.02009027007676422
3.1. Pastagem,Mata Atlântica,l2,2012,0.33492262630849307,0.04322846376374836,0.00539300125456146,0.0,0.037433049122548745,0.04322846376374834,0.836189845933832,0.013043747012661058,0.9441168703125031,0.014893323844328895
3.2. Agricultura,Mata Atlântica,l2,2012,0.09158894472279003,-0.003079743344502074,0.003594471618573032,0.0,0.025439682363626398,0.0030797433445020755,0.8562879227951821,0.02664731366583181,0.827494632958862,0.02578279534028876
3.4. Mosaico de Usos,Mata Atlântica,l2,2012,0.15255999582386592,-0.05127886164054161,0.004471566567476079,0.0,0.0,0.051278861640541615,1.0,0.027690769778012606,0.6638774053209573,0.01751082631939523
4.2. Infraestrutura Urbana,Mata Atlântica,l2,2012,0.019155626180070544,0.004287602609568521,0.0016836020104255165,0.0,0.0014345224181584251,0.004287602609568519,0.7865113264236164,0.03632044019484677,0.9625561074153008,0.04579174365764911
"5.1. Rio, Lago e Oceano",Mata Atlântica,l2,2012,0.02073604982224694,0.00218267280070315,0.001235346003007749,0.0,0.0011505055406070483,0.0021826728007031497,0.8796649526948341,0.041806237150205934,0.9722583242596979,0.046475814783486176
TOTAL,Mata Atlântica,l2,2012,1.0,0.0,0.03276751848994253,84.04702968339937,7.9673452451353395,7.985625071465292,0.8404702968339977,0.018473080060357118,0.8404702968339978,0.01845388021679669
1.1. Formação Florestal,Mata Atlântica,l2,2013,0.29843563231199993,0.004621246830456553,0.00532822599037066,0.0,0.06818079435176472,0.00462124683045656,0.8722627774829624,0.015022763574947867,0.8857696820189269,0.015284902860641783
1.2. Formação Savânica,Mata Atlântica,l2,2013,0.007657894985746651,0.002142508393849275,0.00235939488070873,0.0,0.010639883649571594,0.0021425083938492757,0.23855682979624962,0.018258361719338388,0.3052997155631408,0.024150222362969827
3.3. Floresta Plantada,Mata Atlântica,l2,2013,0.042504360301273775,0.022896207579129534,0.0032347829696337577,0.0,0.004735977257342608,0.022896207579129538,0.613700660000369,0.019719745195398136,0.9442883362580488,0.03180211689923481
2.1. Campo Alagado e Área Pantanosa,Mata Atlântica,l2,2013,0.004139054916359824,0.000502645103106603,0.001724134928261476,0.0,0.004762544202623988,0.0005026451031066026,0.3786937560971229,0.05284082401221014,0.42468216792681446,0.058786351757628516
2.2. Formação Campestre (Campo),Mata Atlântica,l2,2013,0.030394153248054317,-0.025168395556242357,0.0028757420699739747,0.0,0.0038816000689046405,0.025168395556242368,0.628608873791969,0.06866868715009983,0.10807860414962919,0.010320436986636651
2.6. Outra Formação não Florestal,Mata Atlântica,l2,2013,0.0005258949093138756,-0.0004377766254068387,0.0007902979889404105,0.0,9.125060244816733e-05,0.00043777662540683864,0.48222662538211164,0.1915873343763799,0.08080128164464069,0.02014685233200337
3.1. Pastagem,Mata Atlântica,l2,2013,0.32872828259352155,0.04213911581887228,0.00532822599037066,0.0,0.037006126521677896,0.04213911581887231,0.8364855489069454,0.01317266880489499,0.943713199500639,0.01503338110100745
3.2. Agricultura,Mata Atlântica,l2,2013,0.0924911213779372,-0.002464021458760587,0.0035466951060251044,0.0,0.025030491808024913,0.002464021458760582,0.8609835714440616,0.026546241153933146,0.8380464293262824,0.025870323158313994
3.4. Mosaico de Usos,Mata Atlântica,l2,2013,0.15467660380859627,-0.05091916263447538,0.004466384666175949,0.0,0.0,0.050919162634475365,1.0,0.02741621232021212,0.6708024266069018,0.017556906672204952
4.2. Infraestrutura Urbana,Mata Atlântica,l2,2013,0.01962671195225925,0.004335769860304256,0.0017016871798489004,0.0,0.0015510829311929028,0.004335769860304255,0.7866952444291122,0.03612067535989913,0.9604854105220015,0.04530482796795866
"5.1. Rio, Lago e Oceano",Mata Atlântica,l2,2013,0.02082028959494142,0.0023518626891666627,0.001288645353514951,0.0,0.0012246226807509572,0.0023518626891666644,0.8720803318915255,0.04141070505530851,0.9705906424796202,0.046389764148361504
TOTAL,Mata Atlântica,l2,2013,1.0,0.0,0.03264421712382457,84.24584566879636,7.85521870371512,7.898935627488518,0.8424584566879671,0.01858731995208339,0.8424584566879674,0.018571172740560582
1.1. Formação Florestal,Mata Atlântica,l2,2014,0.30046333663987623,0.004439165397040097,0.005344183375436584,0.0,0.06905893305179522,0.004439165397040146,0.8721931382569648,0.01497259021698372,0.8850792681994233,0.015214336949133118
1.2. Formação Savânica,Mata Atlântica,l2,2014,0.007807657678812316,0.0020466343734213653,0.0023621108479125966,0.0,0.010853778019271915,0.0020466343734213653,0.2415971291044401,0.018455084838882023,0.30492738886811904,0.02396773826705328
3.3. Floresta Plantada,Mata Atlântica,l2,2014,0.04360961480747812,0.022905810461243053,0.0033058647988641163,0.0,0.005390614061276763,0.022905810461243056,0.6151100682517867,0.019643956686278795,0.9381946609127993,0.03131332291776221
2.1. Campo Alagado e Área Pantanosa,Mata Atlântica,l2,2014,0.004225141212813929,0.00048544562415264855,0.0017261274703642435,0.0,0.004848589530443541,0.0004854456241526481,0.3822976860250025,0.05319640070078472,0.4262215999149532,0.05891643919228902
2.2. Formação Campestre (Campo),Mata Atlântica,l2,2014,0.030336108361432565,-0.025102596423701783,0.0028703829394164213,0.0,0.003887359785154013,0.02510259642370179,0.628608873791969,0.0690742340575797,0.10844608035934675,0.010410648963295152
2.6. Outra Formação não Florestal,Mata Atlântica,l2,2014,0.0005266752590152534,-0.00043842622070212705,0.0007912144784821291,0.0,9.138600474834145e-05,0.00043842622070212705,0.48222662538211164,0.1904925795921412,0.08080128164464069,0.02017951039700311
3.1. Pastagem,Mata Atlântica,l2,2014,0.32596559038648765,0.04157253082006297,0.005291478001215105,0.0,0.03689151842307392,0.041572530820063014,0.8367018641914669,0.013252589108712536,0.9434119436052544,0.015109329203253776
3.2. Agricultura,Mata Atlântica,l2,2014,0.0950282415848749,-0.0016935328488773133,0.003495712566800717,0.0,0.024536674745843923,0.001693532848877341,0.8685554651740142,0.02640986057184214,0.8530766223919939,0.02600629703001292
3.4. Mosaico de Usos,Mata Atlântica,l2,2014,0.15170159376866124,-0.05110777771338346,0.004486793422889922,0.0,0.0,0.051107777713383484,1.0,0.02752875259315769,0.6631032249316979,0.017434247528475378
4.2. Infraestrutura Urbana,Mata Atlântica,l2,2014,0.01995377166284512,0.004426659314497906,0.0016732037889775034,0.0,0.0015533845071936114,0.004426659314497903,0.7865767191346932,0.03579315365196191,0.961075416381403,0.04493200617590613
"5.1. Rio, Lago e Oceano",Mata Atlântica,l2,2014,0.020382268637706775,0.0024660872162466443,0.0012699131897606429,0.0,0.0009086243922280107,0.0024660872162466443,0.8721833889918457,0.04166554600539016,0.9777104205528163,0.04733691747018629
TOTAL,Mata Atlântica,l2,2014,1.0,0.0,0.03261698488011998,84.26472355328207,7.901043126051463,7.834233320666476,0.8426472355328241,0.01861221838334158,0.8426472355328243,0.018602075177433716
1.1. Formação Florestal,Mata Atlântica,l2,2015,0.30237384207710005,0.0032794303767507207,0.005340411566488953,0.0,0.07017116355091402,0.0032794303767507693,0.87448191918835,0.014986602472163577,0.8839662136961213,0.015158067661237914
1.2. Formação Savânica,Mata Atlântica,l2,2015,0.0076165982419402626,0.002195712596569868,0.0023434536640655357,0.0,0.01036864251265414,0.0021957125965698697,0.24788014012634987,0.018519726868873394,0.3193390157065172,0.024721382608210718
3.3. Floresta Plantada,Mata Atlântica,l2,2015,0.04429936938055745,0.022573618824786222,0.003295024091515668,0.0,0.005576546087027637,0.02257361882478623,0.6207453480256853,0.019772810422154105,0.9370584032571451,0.031125603790775638
2.1. Campo Alagado e Área Pantanosa,Mata Atlântica,l2,2015,0.0043835969168672054,0.0003368873088559583,0.0017356794154086655,0.0,0.0051161335917936975,0.0003368873088559574,0.38672518192573585,0.0537952201226865,0.4164457078492052,0.057058373944010275
2.2. Formação Campestre (Campo),Mata Atlântica,l2,2015,0.030503041680031297,-0.025446866479593183,0.0028608297254300308,0.0,0.0035197160247092,0.0254468664795932,0.6519388781856065,0.07221782791249091,0.10806519633881033,0.01040082340094341
2.6. Outra Formação não Florestal,Mata Atlântica,l2,2015,0.0005295481466049373,-0.0004411251457250243,0.0008084940234753601,0.0,9.156615111886602e-05,0.0004411251457250244,0.48222662538211164,0.1908763433746483,0.08052133803858041,0.02011381625325708
3.1. Pastagem,Mata Atlântica,l2,2015,0.3228443067353827,0.041733934715561805,0.0052648824178373925,0.0,0.036495082721330285,0.041733934715561805,0.8354770821277928,0.013300606096722454,0.9434788194186066,0.015182027255152442
3.2. Agricultura,Mata Atlântica,l2,2015,0.09717983602696402,-0.00033267889700938115,0.003486022684483636,0.0,0.02656347493841285,0.00033267889700938635,0.862858778070435,0.025871622104751725,0.8599049255193388,0.0259449453870632
3.4. Mosaico de Usos,Mata Atlântica,l2,2015,0.14954505937920717,-0.050895493721571934,0.004484474654859357,0.0,0.0,0.05089549372157194,1.0,0.027493223991861666,0.6596644922082354,0.01735196959958386
4.2. Infraestrutura Urbana,Mata Atlântica,l2,2015,0.020312048208286037,0.004493479172018522,0.0016675461688710343,0.0,0.001368806785962795,0.0044934791720185226,0.7912609360963992,0.03592826397778321,0.9663055450655044,0.044953074636408366
"5.1. Rio, Lago e Oceano",Mata Atlântica,l2,2015,0.020412753207062814,0.002503101249356437,0.0012299578194199098,0.0,0.0007932948157043859,0.002503101249356439,0.8734610283581923,0.04165915443936249,0.9805686472653306,0.04735684730286327
TOTAL,Mata Atlântica,l2,2015,1.0,0.0,0.032516776231855546,84.28516221662866,8.003221358981394,7.711616424389958,0.84285162216629,0.018633429554241278,0.8428516221662901,0.01862600009432173
1.1. Formação Florestal,Mata Atlântica,l2,2016,0.3024641452285311,0.0036693902268674847,0.005345233898170304,0.0,0.0702759469788381,0.003669390226867575,0.8732338694662856,0.014953104940174334,0.8838276402551117,0.015135153272648723
1.2. Formação Savânica,Mata Atlântica,l2,2016,0.007894090962812753,0.0017497731096256259,0.002337459577029039,0.0,0.010863096569278823,0.0017497731096256259,0.25534813220886743,0.019017331012167186,0.31194759343080974,0.023929132429463422
3.3. Floresta Plantada,Mata Atlântica,l2,2016,0.04456917563351012,0.02214696250310839,0.003316476634359195,0.0,0.0063270251384310305,0.022146962503108394,0.6206243979456033,0.01984957599182735,0.9290201686647984,0.03095062472515374
2.1. Campo Alagado e Área Pantanosa,Mata Atlântica,l2,2016,0.004226961553428206,0.0004954923591270594,0.00169775705482927,0.0,0.004729421605370708,0.0004954923591270581,0.39433963469538863,0.05472095512468034,0.4405648660874394,0.061027202735710696
2.2. Formação Campestre (Campo),Mata Atlântica,l2,2016,0.030444085308368292,-0.025385800349431505,0.0028601314869682037,0.0,0.003521184674528814,0.02538580034943152,0.6519388781856065,0.07231222674359727,0.10831964857114355,0.01043998017295642
2.6. Outra Formação não Florestal,Mata Atlântica,l2,2016,0.0005309927309564301,-0.0004551643277824703,0.0008082933638291063,0.0,6.634137151880892e-05,0.0004551643277824704,0.562555924020887,0.24681509624074463,0.08033578414099894,0.02008400273567158
3.1. Pastagem,Mata Atlântica,l2,2016,0.32188630732051315,0.042453576735911304,0.005247127896334865,0.0,0.03584377656661386,0.042453576735911325,0.8342880709434805,0.013290096792588135,0.9443223030128408,0.015208750265253985
3.2. Agricultura,Mata Atlântica,l2,2016,0.09844656010999477,-0.0002993292153123956,0.003502577273470865,0.0,0.026632735813985176,0.00029932921531238,0.8643225306959302,0.025737239149593957,0.8616945365374653,0.025887810743618754
3.4. Mosaico de Usos,Mata Atlântica,l2,2016,0.14784361344921504,-0.05082394577737863,0.004478273799781037,0.0,0.0,0.05082394577737866,1.0,0.027400896639277045,0.6562317127426203,0.017237940892403346
4.2. Infraestrutura Urbana,Mata Atlântica,l2,2016,0.020650750717800374,0.004399416660734361,0.001659387254252691,0.0,0.0014372193155178167,0.004399416660734359,0.7956889372771674,0.03601763552750654,0.9652017659028983,0.04466625912070565
"5.1. Rio, Lago e Oceano",Mata Atlântica,l2,2016,0.021043316984873953,0.002049628074530764,0.0012609133779927211,0.0,0.0013819027724497196,0.0020496280745307613,0.8813239518084113,0.04153537532332892,0.9671652816558568,0.0459831726163103
TOTAL,Mata Atlântica,l2,2016,1.0,0.0,0.0325136316170173,84.24964349268286,8.053932540326642,7.696423966990505,0.8424964349268321,0.018616242025312518,0.8424964349268322,0.01861524762927831
1.1. Formação Florestal,Mata Atlântica,l2,2017,0.30335406548979466,0.0035344453026515885,0.005336881869369227,0.0,0.06927998610379871,0.0035344453026516787,0.8756081214771545,0.014957494604671814,0.8858100253379836,0.015116631678673843
1.2. Formação Savânica,Mata Atlântica,l2,2017,0.007836676573284903,0.0019084733606746281,0.002311843546344379,0.0,0.010520290228114113,0.0019084733606746316,0.2643911562868055,0.020044367508818307,0.3287785881085355,0.025911348206788497
3.3. Floresta Plantada,Mata Atlântica,l2,2017,0.04437327662857304,0.022318267170273874,0.003329943352153896,0.0,0.006675344634109695,0.022318267170273874,0.6153044595172149,0.019861329832320893,0.9247819279835279,0.03118956170919667
2.1. Campo Alagado e Área Pantanosa,Mata Atlântica,l2,2017,0.004597037327754336,0.00013369617503505068,0.0016989948875554405,0.0,0.005106195450696795,0.0001336961750350498,0.43205553667328084,0.057546578050637086,0.4446210584512283,0.05820781432826775
2.2. Formação Campestre (Campo),Mata Atlântica,l2,2017,0.030008929135465576,-0.024941775794216775,0.002844690092457319,0.0,0.003527358152721213,0.024941775794216785,0.6519388781856065,0.0721907062907343,0.11008304394920997,0.010595831813349929
2.6. Outra Formação não Florestal,Mata Atlântica,l2,2017,0.0005319236881051972,-0.0004559623396197503,0.0008088840294108812,0.0,6.645768379668738e-05,0.0004559623396197503,0.562555924020887,0.2450208538409647,0.08033578414099894,0.02005278797163471
3.1. Pastagem,Mata Atlântica,l2,2017,0.3203656757564257,0.04182109537008158,0.005223787100631291,0.0,0.03559942432231511,0.04182109537008155,0.8353865676932336,0.013332679760834517,0.9444393906459229,0.015236627935930138
3.2. Agricultura,Mata Atlântica,l2,2017,0.10009219583937608,3.270143168951009e-05,0.0035085746677431485,0.0,0.02697596925237919,3.270143168951356e-05,0.8649617984498397,0.025466486016958747,0.8652443928012657,0.02570698187582767
3.4. Mosaico de Usos,Mata Atlântica,l2,2017,0.14690612231278385,-0.050908854240976326,0.0044789000626760545,0.0,0.0,0.05090885424097634,1.0,0.02765349796222097,0.6534599549732557,0.017316472875038874
4.2. Infraestrutura Urbana,Mata Atlântica,l2,2017,0.021062493441736135,0.00424983230911507,0.001652807194256407,0.0,0.0014397391044304042,0.004249832309115069,0.8036647477498923,0.03628121584763531,0.9658222064635161,0.04441872583247308
"5.1. Rio, Lago e Oceano",Mata Atlântica,l2,2017,0.020871603806704622,0.0023080812552915505,0.0012822577917959946,0.0,0.0010894271776321143,0.002308081255291552,0.8769269368208606,0.04139744482442883,0.9739016898815855,0.04657880934450672
TOTAL,Mata Atlântica,l2,2017,1.0,0.0,0.03247756459439404,84.35533115701898,8.0140096054997,7.630659237481289,0.8435533115701938,0.01867820385126206,0.8435533115701938,0.01867495352301277
1.1. Formação Florestal,Mata Atlântica,l2,2018,0.30193048897799196,0.004743497023660344,0.005364368644872175,0.0,0.07005401465462469,0.004743497023660281,0.8703166679720975,0.014881165890048372,0.8839898300901123,0.015126136873544239
1.2. Formação Savânica,Mata Atlântica,l2,2018,0.007931184906664805,0.0017937835750547687,0.002321597726271393,0.0,0.010689529245163617,0.0017937835750547696,0.26595667522674227,0.020090657866633246,0.3261076767873049,0.02560376282122611
3.3. Floresta Plantada,Mata Atlântica,l2,2018,0.04457132605632391,0.021777951214380874,0.0033282107391361384,0.0,0.007295488795577232,0.021777951214380878,0.6167901647453855,0.01989354576365963,0.9181593925839443,0.030887335962544567
2.1. Campo Alagado e Área Pantanosa,Mata Atlântica,l2,2018,0.004826079804728308,-7.718956844439016e-05,0.0016905026324230083,0.0,0.00520333164511862,7.71895684443906e-05,0.4521528834923849,0.05935498317948395,0.44492103334488653,0.05726107673814178
2.2. Formação Campestre (Campo),Mata Atlântica,l2,2018,0.030193461450908454,-0.02514225613846071,0.0028344093999783182,0.0,0.0034785018229057827,0.025142256138460717,0.6556760606885572,0.07275229990864152,0.10969111330212175,0.010547720142432805
2.6. Outra Formação não Florestal,Mata Atlântica,l2,2018,0.0004910687157113564,-0.00041481582470728696,0.0008244405231547287,0.0,0.00015250578200813887,0.00041481582470728696,0.0,0.0,0.0,0.0
3.1. Pastagem,Mata Atlântica,l2,2018,0.31842016105576476,0.04193027794437405,0.005187544366587474,0.0,0.03514889053292214,0.04193027794437404,0.8348698467637703,0.013316000434405197,0.9448073727235399,0.015248694162808296
3.2. Agricultura,Mata Atlântica,l2,2018,0.09996718431213693,5.565854400528189e-05,0.003454304717392643,0.0,0.02631023737764107,5.565854400529924e-05,0.8679223979683686,0.025571273595330225,0.8684056295139292,0.02582405659398848
3.4. Mosaico de Usos,Mata Atlântica,l2,2018,0.14930999871592945,-0.0509543276943772,0.0044585199640808,0.0,0.0,0.0509543276943772,1.0,0.027414343258666596,0.6587346585454013,0.01730543462918597
4.2. Infraestrutura Urbana,Mata Atlântica,l2,2018,0.021493042450242347,0.0039333116252522355,0.0016283540166269423,0.0,0.001534779491185391,0.003933311625252237,0.8151248363454762,0.036585753873061254,0.964295899597777,0.043904813933144486
"5.1. Rio, Lago e Oceano",Mata Atlântica,l2,2018,0.020866003553602363,0.0023541092992620354,0.0012815865488649061,0.0,0.000980205437453828,0.0023541092992620354,0.8775108443265773,0.04146580445813704,0.9765119028438821,0.04674389534878272
